Beginning of Training Log File
loss: 22.412828  [4608128/6824256]  time: 68.63482022285461
loss: 20.968414  [4736128/6824256]  time: 68.53283715248108
loss: 18.368534  [4864128/6824256]  time: 68.62048292160034
loss: 25.545361  [4992128/6824256]  time: 68.60678696632385
loss: 24.309313  [5120128/6824256]  time: 68.60361194610596
loss: 19.166050  [5248128/6824256]  time: 68.63062000274658
loss: 18.107056  [5376128/6824256]  time: 68.64177203178406
loss: 17.097637  [5504128/6824256]  time: 68.67015624046326
loss: 15.757664  [5632128/6824256]  time: 68.65019106864929
loss: 18.985605  [5760128/6824256]  time: 68.60713791847229
loss: 10.854679  [5888128/6824256]  time: 68.65004181861877
loss: 18.784969  [6016128/6824256]  time: 68.57251906394958
loss: 23.690893  [6144128/6824256]  time: 68.61610388755798
loss: 16.819138  [6272128/6824256]  time: 68.61087894439697
loss: 18.339676  [6400128/6824256]  time: 68.66602277755737
loss: 19.553303  [6528128/6824256]  time: 68.59892201423645
loss: 20.034317  [6656128/6824256]  time: 68.56356287002563
loss: 18.522541  [6784128/6824256]  time: 68.73234724998474
Test Error: 
 Accuracy: 32.5%, Avg loss: 19.191993 

Current learning rate: 3.333333333333333e-07
[------------- EPOCH 3 -------------]
loss: 18.629391  [  128/6824256]  time: 0.25692319869995117
loss: 13.852749  [128128/6824256]  time: 68.63835167884827
loss: 21.657612  [256128/6824256]  time: 68.6292290687561
loss: 18.342142  [384128/6824256]  time: 68.68538880348206
loss: 14.705359  [512128/6824256]  time: 68.57199501991272
loss: 18.964153  [640128/6824256]  time: 68.63717699050903
loss: 21.704584  [768128/6824256]  time: 68.58804512023926
loss: 17.557411  [896128/6824256]  time: 68.64483690261841
loss: 17.535648  [1024128/6824256]  time: 68.70070195198059
loss: 15.025084  [1152128/6824256]  time: 68.63340592384338
loss: 15.880531  [1280128/6824256]  time: 68.62148809432983
loss: 13.997838  [1408128/6824256]  time: 68.65489602088928
loss: 19.016819  [1536128/6824256]  time: 68.70929002761841
loss: 17.022976  [1664128/6824256]  time: 68.64800214767456
loss: 20.004272  [1792128/6824256]  time: 68.5412187576294
loss: 17.568745  [1920128/6824256]  time: 68.53736710548401
loss: 18.250557  [2048128/6824256]  time: 68.6328272819519
loss: 19.933287  [2176128/6824256]  time: 68.50591492652893
loss: 20.252335  [2304128/6824256]  time: 68.44031524658203
loss: 17.698097  [2432128/6824256]  time: 68.40197420120239
loss: 17.078562  [2560128/6824256]  time: 68.45937895774841
loss: 14.399696  [2688128/6824256]  time: 68.4025559425354
loss: 21.440010  [2816128/6824256]  time: 68.47736287117004
loss: 16.059986  [2944128/6824256]  time: 68.48076295852661
loss: 16.464401  [3072128/6824256]  time: 68.48833012580872
loss: 21.416058  [3200128/6824256]  time: 68.52213978767395
loss: 16.593769  [3328128/6824256]  time: 68.49932718276978
loss: 15.860964  [3456128/6824256]  time: 68.4779760837555
loss: 15.139507  [3584128/6824256]  time: 68.51058316230774
loss: 18.227774  [3712128/6824256]  time: 68.4077742099762
loss: 19.941292  [3840128/6824256]  time: 68.41748404502869
loss: 25.776470  [3968128/6824256]  time: 68.44298195838928
loss: 15.435570  [4096128/6824256]  time: 68.43334007263184
